"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"DCIX","Diana Containerships Inc.","5.71","178015879.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dcix",
"DGII","Digi International Inc.","9.92","256285005.44","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","22.6","161026469","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","2.13","42744944.37","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","3.1501","6412056.9009","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgly",
"DCIN","Digital Cinema Destinations Corp.","4.71","25525618.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dcin",
"DGIT","Digital Generation, Inc.","11.29","311630373.44","n/a","1996","n/a","n/a","http://www.nasdaq.com/symbol/dgit",
"DRIV","Digital River, Inc.","16.6","591263265.4","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/driv",
"DCOM","Dime Community Bancshares, Inc.","14.46","513484374.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","16.73","769524791","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/diod",
"DTV","DIRECTV","52.8","33150664219.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dtv",
"DISCA","Discovery Communications, Inc.","60.66","14593597176.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/disca",
"DISCB","Discovery Communications, Inc.","60.7199","14608007932.6163","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/discb",
"DISCK","Discovery Communications, Inc.","56.48","13587971785.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/disck",
"DSCO","Discovery Laboratories, Inc.","2.98","129454016.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dsco",
"DISH","DISH Network Corporation","32.12","14474903985.08","n/a","1995","n/a","n/a","http://www.nasdaq.com/symbol/dish",
"DITC","Ditech Networks, Inc.","1.42","38190847.46","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/ditc",
"DLHC","DLH Holdings Corp.","1.09","10143215.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlhc",
"DNBF","DNB Financial Corp","16","43432976","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dnbf",
"DLTR","Dollar Tree, Inc.","47.27","10887481468.92","n/a","1995","n/a","n/a","http://www.nasdaq.com/symbol/dltr",
"DGICA","Donegal Group, Inc.","13.83","354548092.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","17.52","449145523.2","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","22.47","689276934.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","31.58","1149561327.96","n/a","1981","n/a","n/a","http://www.nasdaq.com/symbol/dorm",
"HILL","Dot Hill Systems Corporation","1","58210542","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hill",
"DBLE","Double Eagle Petroleum Company","5.36","60205454.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dble",
"DBLEP","Double Eagle Petroleum Company","26","41860000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dblep",
"DOVR","Dover Saddlery, Inc.","3.89","20744350.82","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/dovr",
"DRWI","DragonWave Inc","2.21","84010449.38","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/drwi",
"DWA","Dreamworks Animation SKG, Inc.","20.13","1697163299.37","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/dwa",
"DRYS","DryShips Inc.","2.26","935102671.44","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/drys",
"DSPG","DSP Group, Inc.","5.68","123679835.92","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/dspg",
"DTSI","DTS, Inc.","23.56","445061452.24","n/a","1985","n/a","n/a","http://www.nasdaq.com/symbol/dtsi",
"DNKN","Dunkin&#39; Brands Group, Inc.","30.58","3226221283.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dnkn",
"DRTX","Durata Therapeutics, Inc.","9.61","176592197.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/drtx",
"DRRX","Durect Corporation","1.49","130612120.09","n/a","2000","n/a","n/a","http://www.nasdaq.com/symbol/drrx",
"DUSA","DUSA Pharmaceuticals, Inc.","6.82","170506874.56","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/dusa",
"DXPE","DXP Enterprises, Inc.","49.06","695086299.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxpe",
"DYAX","Dyax Corp.","2.54","251549352.12","n/a","2000","n/a","n/a","http://www.nasdaq.com/symbol/dyax",
"BOOM","Dynamic Materials Corporation","14.66","198078062.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/boom",
"DRCO","Dynamics Research Corporation","6.78","71128166.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/drco",
"DYSL","Dynasil Corporation of America","1.65","24402100.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","0.5433","6893743.545","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","4.83","858631191.39","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/dvax",
"DVOX","DynaVox Inc.","0.485","5399057.83","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/dvox",
"ETFC","E*TRADE Financial Corporation","9.03","2580238566.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/etfc",
"EOPN","E2open, Inc.","13.14","327564379.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eopn",
"EBMT","Eagle Bancorp Montana, Inc.","10.6","41117092.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","17.28","380684240.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","3.28","51730506.88","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/egle",
"EROC","Eagle Rock Energy Partners, L.P.","10.2","1393778449.2","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/eroc",
"ELNK","EarthLink, Inc.","7.19","760130315.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/elnk",
"EWBC","East West Bancorp, Inc.","21.57","3061630053.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ewbc",
"EML","Eastern Company (The)","18.1","112564280.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eml",
"EIHI","Eastern Insurance Holdings, Inc.","17.01","134559459.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eihi",
"EVBS","Eastern Virginia Bankshares, Inc.","4.9","29740799.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evbs",
"EBAY","eBay Inc.","47.92","61753069802.32","n/a","1995","n/a","n/a","http://www.nasdaq.com/symbol/ebay",
"EBIX","Ebix Inc","23.38","867777761.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","3.93","168535161.45","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","17.55","401595597","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/echo",
"ECTE","Echo Therapeutics, Inc.","1.43","56969177.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ecte",
"SATS","EchoStar Corporation","30.68","2676089415.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sats",
"EEI","Ecology and Environment, Inc.","12.1499","51575450.7072","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/eei",
"ECTY","Ecotality, Inc.","0.5049","12071769.7221","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ecty",
"EDAC","Edac Technologies Corporation","13.22","69374475.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/edac",
"EDAP","EDAP TMS S.A.","1.9","25355507.6","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/edap",
"EDGW","Edgewater Technology, Inc.","3.79","42936910","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/edgw",
"EDMC","Education Management Corporation","3.34","415755942.18","n/a","1984","n/a","n/a","http://www.nasdaq.com/symbol/edmc",
"EDUC","Educational Development Corporation","3.96","15550718.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/educ",
"EVAC","Edwards Group Limited","6.57","741413547.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evac",
"EFUT","eFuture Information Technology Inc.","3.7","14567717.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/efut",
"EGAN","eGain Communications Corporation","4.6","113015159.8","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/egan",
"EHTH","eHealth, Inc.","20.14","397456656.6","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/ehth",
"BAGL","Einstein Noah Restaurant Group, Inc.","18.16","307997903.92","n/a","1995","n/a","n/a","http://www.nasdaq.com/symbol/bagl",
"EMITF","Elbit Imaging Ltd.","2.33","57983990.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","35.99","1543590945.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eslt",
"ESYS","Elecsys Corporation","3.02","11736964.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esys",
"ELRC","Electro Rent Corporation","17.24","413684592.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/elrc",
"ESIO","Electro Scientific Industries, Inc.","12.39","363164752.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esio",
"EA","Electronic Arts Inc.","12.98","4132753276.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","17.34","806608039.92","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","3.8401","13025281.2712","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/else",
"RDEN","Elizabeth Arden, Inc.","46.55","1370270052.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rden",
"ESBK","Elmira Savings Bank NY (The)","20.18","43725842.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esbk",
"LONG","eLong, Inc.","17.5","599723372.5","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/long",
"ELOQ","Eloqua, Inc.","20.88","668943292.32","n/a","2000","n/a","n/a","http://www.nasdaq.com/symbol/eloq",
"ELTK","Eltek Ltd.","1.0999","7270456.6893","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/eltk",
"EMCI","EMC Insurance Group, Inc.","21.7","279655126.1","n/a","1982","n/a","n/a","http://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","24.26","42501288.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","5.38","139306249.9","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/emkr",
"EMMS","Emmis Communications Corporation","2.17","84513282.21","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/emms",
"EMMSP","Emmis Communications Corporation","9.2","25965344","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emmsp",
"NYNY","Empire Resorts, Inc.","1.64","49238190.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nyny",
"ECPG","Encore Capital Group Inc","27.92","692635479.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","29.79","615352726.08","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/wire",
"ENDP","Endo Health Solutions Inc.","31.16","3642359549.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/endp",
"ECYT","Endocyte, Inc.","9.83","352610632.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","13.22","811120648.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/elgx",
"ERII","Energy Recovery, Inc.","2.91","148034688.57","n/a","2008","n/a","n/a","http://www.nasdaq.com/symbol/erii",
"EXXI","Energy XXI (Bermuda) Limited","32.44","2572151866.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exxi",
"ENOC","EnerNOC, Inc.","13.9","399057254.5","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/enoc",
"ENG","ENGlobal Corporation","0.52","14021456.28","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/eng",
"ENPH","Enphase Energy, Inc.","3.64","148346587.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","101.11","1676708646.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgr",
"ENTG","Entegris, Inc.","8.26","1135028439.44","n/a","2000","n/a","n/a","http://www.nasdaq.com/symbol/entg",
"ETRM","EnteroMedics Inc.","3.59","147578028.74","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","17.49","168016320.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","13.75","245774938.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/efsc",
"ENMD","EntreMed, Inc.","1.8999","42754196.3607","n/a","1996","n/a","n/a","http://www.nasdaq.com/symbol/enmd",
"ENTR","Entropic Communications, Inc.","5.52","487667331.12","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/entr",
"ENVI","Envivio, Inc.","2.19","58950599.58","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/envi",
"ENZN","Enzon Pharmaceuticals, Inc.","6.78","317579586.66","n/a","1984","n/a","n/a","http://www.nasdaq.com/symbol/enzn",
"EONC","eOn Communications Corporation","0.86","2474373.08","n/a","2000","n/a","n/a","http://www.nasdaq.com/symbol/eonc",
"EPIQ","EPIQ Systems, Inc.","12.91","463815982.07","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/epiq",
"PLUS","Eplus Inc.","40","322381760","n/a","1996","n/a","n/a","http://www.nasdaq.com/symbol/plus",
"EPHC","Epoch Holding Corporation","23.66","560419301.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ephc",
"EPOC","Epocrates, Inc.","10.85","269255824.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epoc",
"EQIX","Equinix, Inc.","200.94","9682260543.96","n/a","2000","n/a","n/a","http://www.nasdaq.com/symbol/eqix",
"EAC           ","Erickson Air-Crane Incorporated","7.5","72022275","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/eac           ",
"ERIC","Ericsson","8.94","27204420000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","65.03","3070587645.51","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/erie",
"ESBF","ESB Financial Corporation","13.45","197085392.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esbf",
"ESCA","Escalade, Incorporated","5.37","71816199.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esca",
"ESMC","Escalon Medical Corp.","0.775","5832983.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esmc",
"ESSA","ESSA Bancorp, Inc.","9.95","120173244.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essa",
"ESSX","Essex Rental Corporation","3.36","82507548.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essx",
"CLWT","Euro Tech Holdings Company Limited","3.76","7780278.48","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/clwt",
"EEFT","Euronet Worldwide, Inc.","19.49","990680792.9","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","1.14","51322007.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","62.84","2659433227.88","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/evep",
"EVOL","Evolving Systems, Inc.","6.3","71121468.6","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","12.92","171343851.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exa",
"EXAS","EXACT Sciences Corporation","11.89","757117247.12","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","17.96","238325464.32","n/a","1996","n/a","n/a","http://www.nasdaq.com/symbol/exac",
"EXAR","Exar Corporation","7.91","361569532.94","n/a","1985","n/a","n/a","http://www.nasdaq.com/symbol/exar",
"EDS","Exceed Company Ltd.","1.62","47686417.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eds",
"EXEL","Exelixis, Inc.","4.87","725069687.02","n/a","2000","n/a","n/a","http://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","4.8","137917910.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exfo",
"XIDE","Exide Technologies","3.27","256290919.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/xide",
"EXLS","ExlService Holdings, Inc.","29.71","949973417.41","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","56.8","7710080223.2","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","35.22","7415307871.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","56.6","746016752.8","n/a","1985","n/a","n/a","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","64.14","52001505000","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/esrx",
"EXLP","Exterran Partners, L.P.","22.74","961090227.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/exlp",
"EXTR","Extreme Networks, Inc.","3.44","325177713.2","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/extr",
"EZCH","EZchip Semiconductor Limited","32.77","920090466.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ezch",
"EZPW","EZCORP, Inc.","20.39","1043842988.91","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","103.88","8209381062.96","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","20.4","43704298468.8","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/fb",
"FRP","FairPoint Communications, Inc.","7.86","206192865.54","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/frp",
"FALC","FalconStor Software, Inc.","2.28","108359909.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","9.77","71875515.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dave",
"FARM","Farmer Brothers Company","9.88","161116361.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","10.4","77588347.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","6.66","125352795.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmnb",
"FARO","FARO Technologies, Inc.","42.57","721404970.11","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","43.96","13018927598.04","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/fast",
"FBSS","Fauquier Bankshares, Inc.","12.95","47852322","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbss",
"FBRC","FBR & Co","3.22","157574696.02","n/a","1970","n/a","n/a","http://www.nasdaq.com/symbol/fbrc",
"FDML","Federal-Mogul Corporation","9.96","985088820","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdml",
"FNHC","Federated National Holding Company","6.3657","50590662.3288","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnhc",
"FFCO","FedFirst Financial Corporation","15.2","43845038.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffco",
"FEIC","FEI Company","51.41","1957461609.23","n/a","1995","n/a","n/a","http://www.nasdaq.com/symbol/feic",
"FHCO","Female Health Company (The)","7.94","226419763.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhco",
"FSBI","Fidelity Bancorp, Inc.","21.77","66804532.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsbi",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","122.65","183975000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"LION","Fidelity Southern Corporation","9.37","133962852.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lion",
"FDUS","Fidus Investment Corporation","16.85","158845303.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FRGI","Fiesta Restaurant Group, Inc.","14.46","340065276.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frgi",
"FSC","Fifth Street Finance Corp.","11.03","993284347.34","n/a","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FITB","Fifth Third Bancorp","15.98","14684233782.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fitb",
"FITBP","Fifth Third Bancorp","145.014","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fitbp",
"FNGN","Financial Engines, Inc.","23.94","1118109440.7","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","19.02","262695300.6","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","13.28","1231163660.96","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/fnsr",
"FABK","First Advantage Bancorp","12.9999","56244522.3465","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fabk",
"FBNC","First Bancorp","11.57","196406315.17","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","17.16","169047381.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnlc",
"BUSE","First Busey Corporation","4.83","418428155.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","24.62","64734646.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbiz",
"FCAL","First California Financial Group, Inc.","6.98","203961833.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcal",
"FCVA","First Capital Bancorp, Inc. (VA)","2.5","29711705","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/fcva",
"FCAP","First Capital, Inc.","20.0001","55700298.5001","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash Financial Services, Inc.","46.73","1336914131.09","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/fcfs",
"FCZA","First Citizens Banc Corp.","5.535","42663320.595","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcza",
"FCNCA","First Citizens BancShares, Inc.","167.29","1718276408.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcnca",
"FCLF","First Clover Leaf Financial Corp.","6.69","51078905.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fclf",
"FCBC","First Community Bancshares, Inc.","15.41","308326069.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","8.51","44433816.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcco",
"FBNK","First Connecticut Bancorp, Inc.","13.86","243081226.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","17.08","166167032.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdef",
"FFBH","First Federal Bancshares of Arkansas, Inc.","10.05","193991160.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffbh",
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","5","14420245","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffnm",
"FFBC","First Financial Bancorp.","16.95","991620222.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","6.2848","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","36.4","1145951242.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","32.1","424924488.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/thff",
"FFCH","First Financial Holdings, Inc.","14.19","234514610.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffch",
"FFNW","First Financial Northwest, Inc.","8.11","152509912.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffnw",
"FFKY","First Financial Service Corporation","2.74","13077058.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ffky",
"FIBK","First Interstate BancSystem, Inc.","15.37","664425887.5","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/fibk",
"FMFC","First M & F Corporation","8.43","77320786.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmfc",
"FRME","First Merchants Corporation","14.87","426035106.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frme",
"FMBI","First Midwest Bancorp, Inc.","13.245","991427786.325","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmbi",
"FNFG","First Niagara Financial Group Inc.","8.39","2958646252.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnfg",
"BANC","First PacTrust Bancorp, Inc.","12.21","142889393.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc",
"BANCL","First PacTrust Bancorp, Inc.","25.5999","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bancl",
"FSFG","First Savings Financial Group, Inc.","19.03","44902826.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsfg",
"FSGI","First Security Group, Inc.","2.25","3987769.5","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/fsgi",
"FSLR","First Solar, Inc.","20.26","1762004379.64","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/fslr",
"FSBK","First South Bancorp Inc","4.9865","48624712.8415","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsbk",
"BICK","First Trust Exchange-Traded Fund II First Trust BICK Index Fun","23.93","45467047.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bick",
"CU","First Trust Exchange-Traded Fund II First Trust ISE Global Cop","28.8","44640057.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cu",
